model	file	W2_statistic	p_value
LG+C60+R3	seq_56.fa_gap.sitewise_entropy.txt	5.395721e-01	3.164931e-02
LG+C60+R3	seq_57.fa_gap.sitewise_entropy.txt	4.569176e-02	9.023684e-01
LG+C60+R3	seq_58.fa_gap.sitewise_entropy.txt	1.655548e-02	9.992128e-01
LG+C60+R3	seq_59.fa_gap.sitewise_entropy.txt	8.788518e-02	6.479866e-01
LG+C60+R3	seq_6.fa_gap.sitewise_entropy.txt	1.186532e-01	5.012271e-01
LG+C60+R3	seq_60.fa_gap.sitewise_entropy.txt	1.282524e-01	4.634717e-01
LG+C60+R3	seq_61.fa_gap.sitewise_entropy.txt	6.056219e-02	8.109624e-01
LG+C60+R3	seq_62.fa_gap.sitewise_entropy.txt	2.122787e-01	2.449904e-01
LG+C60+R3	seq_63.fa_gap.sitewise_entropy.txt	8.767559e-03	9.999991e-01
LG+C60+R3	seq_64.fa_gap.sitewise_entropy.txt	2.597589e-02	9.876544e-01
LG+C60+R3	seq_65.fa_gap.sitewise_entropy.txt	8.797358e-03	9.999991e-01
LG+C60+R3	seq_66.fa_gap.sitewise_entropy.txt	1.628174e-01	3.529511e-01
LG+C60+R3	seq_67.fa_gap.sitewise_entropy.txt	8.383786e-02	6.704066e-01
LG+C60+R3	seq_68.fa_gap.sitewise_entropy.txt	4.760576e-02	8.911654e-01
LG+C60+R3	seq_69.fa_gap.sitewise_entropy.txt	3.172311e-01	1.209965e-01
LG+C60+R3	seq_7.fa_gap.sitewise_entropy.txt	4.092210e-02	9.287948e-01
LG+C60+R3	seq_70.fa_gap.sitewise_entropy.txt	1.022361e-01	5.743832e-01
LG+C60+R3	seq_71.fa_gap.sitewise_entropy.txt	1.770804e-01	3.167940e-01
LG+C60+R3	seq_72.fa_gap.sitewise_entropy.txt	1.403814e-01	4.204906e-01
LG+C60+R3	seq_73.fa_gap.sitewise_entropy.txt	5.488095e-02	8.466769e-01
LG+C60+R3	seq_74.fa_gap.sitewise_entropy.txt	3.957128e-02	9.357910e-01
LG+C60+R3	seq_75.fa_gap.sitewise_entropy.txt	2.234847e-02	9.943579e-01
LG+C60+R3	seq_76.fa_gap.sitewise_entropy.txt	1.149013e-02	9.999729e-01
LG+C60+R3	seq_77.fa_gap.sitewise_entropy.txt	4.109531e-02	9.278802e-01
LG+C60+R3	seq_78.fa_gap.sitewise_entropy.txt	1.835328e-01	3.019130e-01
LG+C60+R3	seq_79.fa_gap.sitewise_entropy.txt	2.593678e-02	9.877438e-01
LG+C60+R3	seq_8.fa_gap.sitewise_entropy.txt	1.743483e-02	9.988444e-01
LG+C60+R3	seq_80.fa_gap.sitewise_entropy.txt	6.167276e-02	8.039678e-01
LG+C60+R3	seq_81.fa_gap.sitewise_entropy.txt	3.289865e-02	9.660485e-01
LG+C60+R3	seq_82.fa_gap.sitewise_entropy.txt	3.495921e-02	9.575649e-01
LG+C60+R3	seq_83.fa_gap.sitewise_entropy.txt	3.267832e-02	9.669044e-01
LG+C60+R3	seq_84.fa_gap.sitewise_entropy.txt	5.221690e-01	3.500644e-02
LG+C60+R3	seq_85.fa_gap.sitewise_entropy.txt	2.495858e-02	9.898563e-01
LG+C60+R3	seq_86.fa_gap.sitewise_entropy.txt	3.861392e-01	7.863512e-02
LG+C60+R3	seq_87.fa_gap.sitewise_entropy.txt	1.464034e-02	9.997096e-01
LG+C60+R3	seq_88.fa_gap.sitewise_entropy.txt	3.463169e-01	1.006395e-01
LG+C60+R3	seq_89.fa_gap.sitewise_entropy.txt	2.345231e-02	9.926522e-01
LG+C60+R3	seq_9.fa_gap.sitewise_entropy.txt	1.272964e-01	4.670773e-01
LG+C60+R3	seq_90.fa_gap.sitewise_entropy.txt	2.413310e-02	9.914565e-01
LG+C60+R3	seq_91.fa_gap.sitewise_entropy.txt	2.674823e-02	9.858124e-01
LG+C60+R3	seq_92.fa_gap.sitewise_entropy.txt	7.176221e-02	7.412875e-01
LG+C60+R3	seq_93.fa_gap.sitewise_entropy.txt	1.368537e-01	4.324800e-01
LG+C60+R3	seq_94.fa_gap.sitewise_entropy.txt	8.118434e-03	9.999997e-01
LG+C60+R3	seq_95.fa_gap.sitewise_entropy.txt	3.900625e-03	1.000000e+00
LG+C60+R3	seq_96.fa_gap.sitewise_entropy.txt	2.431204e-01	1.974988e-01
LG+C60+R3	seq_97.fa_gap.sitewise_entropy.txt	6.518070e-02	7.819490e-01
LG+C60+R3	seq_98.fa_gap.sitewise_entropy.txt	8.659954e-02	6.550306e-01
LG+C60+R3	seq_99.fa_gap.sitewise_entropy.txt	4.454523e-02	9.089337e-01
LG+C60fix+R3-PMSF	seq_1.fa_gap.sitewise_entropy.txt	1.498726e-01	3.901665e-01
LG+C60fix+R3-PMSF	seq_10.fa_gap.sitewise_entropy.txt	7.234873e-02	7.377217e-01
LG+C60fix+R3-PMSF	seq_100.fa_gap.sitewise_entropy.txt	4.517527e-01	5.293668e-02
LG+C60fix+R3-PMSF	seq_11.fa_gap.sitewise_entropy.txt	2.772157e-01	1.569757e-01
LG+C60fix+R3-PMSF	seq_12.fa_gap.sitewise_entropy.txt	2.594077e-01	1.768001e-01
LG+C60fix+R3-PMSF	seq_13.fa_gap.sitewise_entropy.txt	1.141434e-01	5.202028e-01
LG+C60fix+R3-PMSF	seq_14.fa_gap.sitewise_entropy.txt	3.193262e-01	1.193861e-01
LG+C60fix+R3-PMSF	seq_15.fa_gap.sitewise_entropy.txt	9.656163e-02	6.023814e-01
LG+C60fix+R3-PMSF	seq_16.fa_gap.sitewise_entropy.txt	1.020477e-01	5.752898e-01
LG+C60fix+R3-PMSF	seq_17.fa_gap.sitewise_entropy.txt	1.974600e-01	2.725587e-01
LG+C60fix+R3-PMSF	seq_18.fa_gap.sitewise_entropy.txt	9.093411e-02	6.315755e-01
LG+C60fix+R3-PMSF	seq_19.fa_gap.sitewise_entropy.txt	2.177324e-01	2.356876e-01
LG+C60fix+R3-PMSF	seq_2.fa_gap.sitewise_entropy.txt	2.749219e-01	1.593804e-01
LG+C60fix+R3-PMSF	seq_20.fa_gap.sitewise_entropy.txt	1.372379e-01	4.311543e-01
LG+C60fix+R3-PMSF	seq_21.fa_gap.sitewise_entropy.txt	3.306649e-01	1.110755e-01
LG+C60fix+R3-PMSF	seq_22.fa_gap.sitewise_entropy.txt	6.602094e-02	7.767019e-01
LG+C60fix+R3-PMSF	seq_23.fa_gap.sitewise_entropy.txt	7.176109e-01	1.154301e-02
LG+C60fix+R3-PMSF	seq_24.fa_gap.sitewise_entropy.txt	3.018313e-01	1.336087e-01
LG+C60fix+R3-PMSF	seq_25.fa_gap.sitewise_entropy.txt	1.003389e-01	5.835844e-01
LG+C60fix+R3-PMSF	seq_26.fa_gap.sitewise_entropy.txt	1.905514e-01	2.866700e-01
LG+C60fix+R3-PMSF	seq_27.fa_gap.sitewise_entropy.txt	6.560820e-02	7.792778e-01
LG+C60fix+R3-PMSF	seq_28.fa_gap.sitewise_entropy.txt	5.932475e-01	2.325783e-02
LG+C60fix+R3-PMSF	seq_29.fa_gap.sitewise_entropy.txt	1.964871e-01	2.744948e-01
LG+C60fix+R3-PMSF	seq_3.fa_gap.sitewise_entropy.txt	4.601415e-01	5.036490e-02
LG+C60fix+R3-PMSF	seq_30.fa_gap.sitewise_entropy.txt	3.979247e-02	9.346625e-01
LG+C60fix+R3-PMSF	seq_31.fa_gap.sitewise_entropy.txt	1.761089e-01	3.191103e-01
LG+C60fix+R3-PMSF	seq_32.fa_gap.sitewise_entropy.txt	5.539454e-01	2.913129e-02
LG+C60fix+R3-PMSF	seq_33.fa_gap.sitewise_entropy.txt	2.149567e-01	2.403690e-01
LG+C60fix+R3-PMSF	seq_34.fa_gap.sitewise_entropy.txt	1.624031e-01	3.540739e-01
LG+C60fix+R3-PMSF	seq_35.fa_gap.sitewise_entropy.txt	5.761727e-02	8.295119e-01
LG+C60fix+R3-PMSF	seq_36.fa_gap.sitewise_entropy.txt	1.835801e-01	3.018071e-01
LG+C60fix+R3-PMSF	seq_37.fa_gap.sitewise_entropy.txt	5.358886e-01	3.233060e-02
LG+C60fix+R3-PMSF	seq_38.fa_gap.sitewise_entropy.txt	8.150253e-02	6.836645e-01
LG+C60fix+R3-PMSF	seq_39.fa_gap.sitewise_entropy.txt	2.540598e-01	1.833061e-01
LG+C60fix+R3-PMSF	seq_4.fa_gap.sitewise_entropy.txt	1.336652e-01	4.436708e-01
LG+C60fix+R3-PMSF	seq_40.fa_gap.sitewise_entropy.txt	5.743028e-01	2.591741e-02
LG+C60fix+R3-PMSF	seq_41.fa_gap.sitewise_entropy.txt	4.207335e-01	6.373386e-02
LG+C60fix+R3-PMSF	seq_42.fa_gap.sitewise_entropy.txt	8.159880e-02	6.831134e-01
LG+C60fix+R3-PMSF	seq_43.fa_gap.sitewise_entropy.txt	1.075965e-01	5.492416e-01
LG+C60fix+R3-PMSF	seq_44.fa_gap.sitewise_entropy.txt	1.280582e-01	4.642017e-01
LG+C60fix+R3-PMSF	seq_45.fa_gap.sitewise_entropy.txt	1.939477e-01	2.796261e-01
LG+C60fix+R3-PMSF	seq_46.fa_gap.sitewise_entropy.txt	5.722840e-01	2.621893e-02
LG+C60fix+R3-PMSF	seq_47.fa_gap.sitewise_entropy.txt	6.539144e-02	7.806318e-01
LG+C60fix+R3-PMSF	seq_48.fa_gap.sitewise_entropy.txt	3.658191e-01	8.912108e-02
LG+C60fix+R3-PMSF	seq_49.fa_gap.sitewise_entropy.txt	3.439111e-01	1.021705e-01
LG+C60fix+R3-PMSF	seq_5.fa_gap.sitewise_entropy.txt	6.695187e-02	7.709047e-01
LG+C60fix+R3-PMSF	seq_50.fa_gap.sitewise_entropy.txt	1.046984e-01	5.626788e-01
LG+C60fix+R3-PMSF	seq_51.fa_gap.sitewise_entropy.txt	7.494569e-01	9.670231e-03
LG+C60fix+R3-PMSF	seq_52.fa_gap.sitewise_entropy.txt	1.878354e-01	2.924564e-01
LG+C60fix+R3-PMSF	seq_53.fa_gap.sitewise_entropy.txt	1.733508e-01	3.257986e-01
LG+C60fix+R3-PMSF	seq_54.fa_gap.sitewise_entropy.txt	1.232931e-01	4.825421e-01
LG+C60fix+R3-PMSF	seq_55.fa_gap.sitewise_entropy.txt	1.273944e-01	4.667062e-01
LG+C60fix+R3-PMSF	seq_56.fa_gap.sitewise_entropy.txt	2.072543e-01	2.539487e-01
LG+C60fix+R3-PMSF	seq_57.fa_gap.sitewise_entropy.txt	2.015450e-01	2.646055e-01
LG+C60fix+R3-PMSF	seq_58.fa_gap.sitewise_entropy.txt	2.546159e-01	1.826168e-01
LG+C60fix+R3-PMSF	seq_59.fa_gap.sitewise_entropy.txt	9.635776e-02	6.034141e-01
LG+C60fix+R3-PMSF	seq_6.fa_gap.sitewise_entropy.txt	8.394774e-02	6.697885e-01
LG+C60fix+R3-PMSF	seq_60.fa_gap.sitewise_entropy.txt	3.093894e-01	1.272432e-01
LG+C60fix+R3-PMSF	seq_61.fa_gap.sitewise_entropy.txt	1.473521e-01	3.979545e-01
LG+C60fix+R3-PMSF	seq_62.fa_gap.sitewise_entropy.txt	1.679263e-01	3.394536e-01
LG+C60fix+R3-PMSF	seq_63.fa_gap.sitewise_entropy.txt	1.581663e-01	3.658069e-01
LG+C60fix+R3-PMSF	seq_64.fa_gap.sitewise_entropy.txt	5.437677e-01	3.089159e-02
LG+C60fix+R3-PMSF	seq_65.fa_gap.sitewise_entropy.txt	7.019993e-02	7.508369e-01
LG+C60fix+R3-PMSF	seq_66.fa_gap.sitewise_entropy.txt	9.888364e-02	5.907506e-01
LG+C60fix+R3-PMSF	seq_67.fa_gap.sitewise_entropy.txt	8.200080e-02	6.808165e-01
LG+C60fix+R3-PMSF	seq_68.fa_gap.sitewise_entropy.txt	1.820330e-01	3.052955e-01
LG+C60fix+R3-PMSF	seq_69.fa_gap.sitewise_entropy.txt	1.253270e-01	4.746107e-01
LG+C60fix+R3-PMSF	seq_7.fa_gap.sitewise_entropy.txt	2.519396e-01	1.859617e-01
LG+C60fix+R3-PMSF	seq_70.fa_gap.sitewise_entropy.txt	1.079952e-01	5.474214e-01
LG+C60fix+R3-PMSF	seq_71.fa_gap.sitewise_entropy.txt	5.189304e-01	3.567137e-02
LG+C60fix+R3-PMSF	seq_72.fa_gap.sitewise_entropy.txt	2.215236e-01	2.294666e-01
LG+C60fix+R3-PMSF	seq_73.fa_gap.sitewise_entropy.txt	1.675243e-01	3.404927e-01
LG+C60fix+R3-PMSF	seq_74.fa_gap.sitewise_entropy.txt	3.506612e-01	9.793856e-02
LG+C60fix+R3-PMSF	seq_75.fa_gap.sitewise_entropy.txt	4.611390e-01	5.006804e-02
LG+C60fix+R3-PMSF	seq_76.fa_gap.sitewise_entropy.txt	1.303826e-01	4.555558e-01
LG+C60fix+R3-PMSF	seq_77.fa_gap.sitewise_entropy.txt	5.928571e-02	8.190056e-01
LG+C60fix+R3-PMSF	seq_78.fa_gap.sitewise_entropy.txt	3.782797e-01	8.252226e-02
LG+C60fix+R3-PMSF	seq_79.fa_gap.sitewise_entropy.txt	2.261994e-01	2.220587e-01
LG+C60fix+R3-PMSF	seq_8.fa_gap.sitewise_entropy.txt	3.533275e-01	9.632051e-02
LG+C60fix+R3-PMSF	seq_80.fa_gap.sitewise_entropy.txt	5.150350e-01	3.648875e-02
LG+C60fix+R3-PMSF	seq_81.fa_gap.sitewise_entropy.txt	6.533967e-01	1.654012e-02
LG+C60fix+R3-PMSF	seq_82.fa_gap.sitewise_entropy.txt	9.322833e-02	6.195015e-01
LG+C60fix+R3-PMSF	seq_83.fa_gap.sitewise_entropy.txt	1.947580e-01	2.779763e-01
LG+C60fix+R3-PMSF	seq_84.fa_gap.sitewise_entropy.txt	6.515334e-02	7.821201e-01
LG+C60fix+R3-PMSF	seq_85.fa_gap.sitewise_entropy.txt	3.989253e-01	7.272964e-02
LG+C60fix+R3-PMSF	seq_86.fa_gap.sitewise_entropy.txt	4.501048e-01	5.345814e-02
LG+C60fix+R3-PMSF	seq_87.fa_gap.sitewise_entropy.txt	3.693313e-01	8.720459e-02
LG+C60fix+R3-PMSF	seq_88.fa_gap.sitewise_entropy.txt	3.536219e-01	9.614366e-02
LG+C60fix+R3-PMSF	seq_89.fa_gap.sitewise_entropy.txt	2.811589e-01	1.529380e-01
LG+C60fix+R3-PMSF	seq_9.fa_gap.sitewise_entropy.txt	3.949232e-01	7.452466e-02
LG+C60fix+R3-PMSF	seq_90.fa_gap.sitewise_entropy.txt	1.390999e-01	4.247991e-01
LG+C60fix+R3-PMSF	seq_91.fa_gap.sitewise_entropy.txt	1.140247e-01	5.207137e-01
LG+C60fix+R3-PMSF	seq_92.fa_gap.sitewise_entropy.txt	7.076454e-01	1.220266e-02
LG+C60fix+R3-PMSF	seq_93.fa_gap.sitewise_entropy.txt	1.979446e-01	2.716003e-01
LG+C60fix+R3-PMSF	seq_94.fa_gap.sitewise_entropy.txt	3.946297e-02	9.363410e-01
LG+C60fix+R3-PMSF	seq_95.fa_gap.sitewise_entropy.txt	1.765499e-01	3.180563e-01
LG+C60fix+R3-PMSF	seq_96.fa_gap.sitewise_entropy.txt	3.225113e-01	1.169836e-01
LG+C60fix+R3-PMSF	seq_97.fa_gap.sitewise_entropy.txt	4.828947e-01	4.403498e-02
LG+C60fix+R3-PMSF	seq_98.fa_gap.sitewise_entropy.txt	2.694097e-01	1.653335e-01
LG+C60fix+R3-PMSF	seq_99.fa_gap.sitewise_entropy.txt	1.228858e-01	4.841492e-01
LG+C60opt+R3-PMSF	seq_1.fa_gap.sitewise_entropy.txt	4.472173e-02	9.079308e-01
LG+C60opt+R3-PMSF	seq_10.fa_gap.sitewise_entropy.txt	8.860279e-02	6.440867e-01
LG+C60opt+R3-PMSF	seq_100.fa_gap.sitewise_entropy.txt	1.665601e-01	3.430009e-01
LG+C60opt+R3-PMSF	seq_11.fa_gap.sitewise_entropy.txt	2.099795e-01	2.490425e-01
LG+C60opt+R3-PMSF	seq_12.fa_gap.sitewise_entropy.txt	1.402966e-01	4.207741e-01
LG+C60opt+R3-PMSF	seq_13.fa_gap.sitewise_entropy.txt	1.673137e-01	3.410387e-01
LG+C60opt+R3-PMSF	seq_14.fa_gap.sitewise_entropy.txt	6.622638e-02	7.754210e-01
LG+C60opt+R3-PMSF	seq_15.fa_gap.sitewise_entropy.txt	9.130530e-02	6.296059e-01
LG+C60opt+R3-PMSF	seq_16.fa_gap.sitewise_entropy.txt	1.261258e-01	4.715378e-01
LG+C60opt+R3-PMSF	seq_17.fa_gap.sitewise_entropy.txt	2.506225e-01	1.876340e-01
LG+C60opt+R3-PMSF	seq_18.fa_gap.sitewise_entropy.txt	4.326370e-01	5.933503e-02
LG+C60opt+R3-PMSF	seq_19.fa_gap.sitewise_entropy.txt	7.983824e-02	6.932518e-01
LG+C60opt+R3-PMSF	seq_2.fa_gap.sitewise_entropy.txt	1.456865e-01	4.032041e-01
LG+C60opt+R3-PMSF	seq_20.fa_gap.sitewise_entropy.txt	1.629235e-01	3.526641e-01
LG+C60opt+R3-PMSF	seq_21.fa_gap.sitewise_entropy.txt	8.125970e-02	6.850563e-01
LG+C60opt+R3-PMSF	seq_22.fa_gap.sitewise_entropy.txt	6.367157e-02	7.914027e-01
LG+C60opt+R3-PMSF	seq_23.fa_gap.sitewise_entropy.txt	1.458977e-01	4.025339e-01
LG+C60opt+R3-PMSF	seq_24.fa_gap.sitewise_entropy.txt	1.279632e-01	4.645591e-01
LG+C60opt+R3-PMSF	seq_25.fa_gap.sitewise_entropy.txt	7.304929e-02	7.334771e-01
LG+C60opt+R3-PMSF	seq_26.fa_gap.sitewise_entropy.txt	2.998597e-01	1.353276e-01
LG+C60opt+R3-PMSF	seq_27.fa_gap.sitewise_entropy.txt	8.142760e-02	6.840937e-01
LG+C60opt+R3-PMSF	seq_28.fa_gap.sitewise_entropy.txt	9.234052e-02	6.241457e-01
LG+C60opt+R3-PMSF	seq_29.fa_gap.sitewise_entropy.txt	6.438316e-02	7.869408e-01
LG+C60opt+R3-PMSF	seq_3.fa_gap.sitewise_entropy.txt	5.585256e-02	8.405959e-01
LG+C60opt+R3-PMSF	seq_30.fa_gap.sitewise_entropy.txt	6.008971e-02	8.139394e-01
LG+C60opt+R3-PMSF	seq_31.fa_gap.sitewise_entropy.txt	4.643716e-02	8.980393e-01
LG+C60opt+R3-PMSF	seq_32.fa_gap.sitewise_entropy.txt	1.898925e-01	2.880610e-01
LG+C60opt+R3-PMSF	seq_33.fa_gap.sitewise_entropy.txt	7.472002e-02	7.234210e-01
LG+C60opt+R3-PMSF	seq_34.fa_gap.sitewise_entropy.txt	4.567242e-02	9.024801e-01
LG+C60opt+R3-PMSF	seq_35.fa_gap.sitewise_entropy.txt	7.695593e-02	7.101187e-01
LG+C60opt+R3-PMSF	seq_36.fa_gap.sitewise_entropy.txt	1.014263e-01	5.782914e-01
LG+C60opt+R3-PMSF	seq_37.fa_gap.sitewise_entropy.txt	7.524293e-02	7.202937e-01
LG+C60opt+R3-PMSF	seq_38.fa_gap.sitewise_entropy.txt	5.878042e-02	8.221890e-01
LG+C60opt+R3-PMSF	seq_39.fa_gap.sitewise_entropy.txt	3.480620e-02	9.582236e-01
LG+C60opt+R3-PMSF	seq_4.fa_gap.sitewise_entropy.txt	9.429692e-02	6.139586e-01
LG+C60opt+R3-PMSF	seq_40.fa_gap.sitewise_entropy.txt	6.728753e-02	7.688189e-01
LG+C60opt+R3-PMSF	seq_41.fa_gap.sitewise_entropy.txt	8.909819e-02	6.414078e-01
LG+C60opt+R3-PMSF	seq_42.fa_gap.sitewise_entropy.txt	1.139652e-01	5.209697e-01
LG+C60opt+R3-PMSF	seq_43.fa_gap.sitewise_entropy.txt	1.115336e-01	5.315631e-01
LG+C60opt+R3-PMSF	seq_44.fa_gap.sitewise_entropy.txt	6.025790e-02	8.128796e-01
LG+C60opt+R3-PMSF	seq_45.fa_gap.sitewise_entropy.txt	5.135280e-02	8.685420e-01
LG+C60opt+R3-PMSF	seq_46.fa_gap.sitewise_entropy.txt	9.643155e-02	6.030401e-01
LG+C60opt+R3-PMSF	seq_47.fa_gap.sitewise_entropy.txt	8.000342e-02	6.922952e-01
LG+C60opt+R3-PMSF	seq_48.fa_gap.sitewise_entropy.txt	1.101945e-01	5.375022e-01
LG+C60opt+R3-PMSF	seq_49.fa_gap.sitewise_entropy.txt	3.565290e-01	9.441639e-02
LG+C60opt+R3-PMSF	seq_5.fa_gap.sitewise_entropy.txt	2.067373e-01	2.548924e-01
LG+C60opt+R3-PMSF	seq_50.fa_gap.sitewise_entropy.txt	1.362151e-01	4.346937e-01
LG+C60opt+R3-PMSF	seq_51.fa_gap.sitewise_entropy.txt	6.032036e-02	8.124861e-01
LG+C60opt+R3-PMSF	seq_52.fa_gap.sitewise_entropy.txt	2.209663e-01	2.303688e-01
LG+C60opt+R3-PMSF	seq_53.fa_gap.sitewise_entropy.txt	7.402477e-02	7.275941e-01
LG+C60opt+R3-PMSF	seq_54.fa_gap.sitewise_entropy.txt	7.305015e-02	7.334719e-01
LG+C60opt+R3-PMSF	seq_55.fa_gap.sitewise_entropy.txt	1.657354e-01	3.451641e-01
LG+C60opt+R3-PMSF	seq_56.fa_gap.sitewise_entropy.txt	7.056052e-02	7.486264e-01
LG+C60opt+R3-PMSF	seq_57.fa_gap.sitewise_entropy.txt	1.170120e-01	5.080383e-01
LG+C60opt+R3-PMSF	seq_58.fa_gap.sitewise_entropy.txt	6.873879e-02	7.598312e-01
LG+C60opt+R3-PMSF	seq_59.fa_gap.sitewise_entropy.txt	5.819691e-02	8.258638e-01
LG+C60opt+R3-PMSF	seq_6.fa_gap.sitewise_entropy.txt	1.755012e-01	3.205696e-01
LG+C60opt+R3-PMSF	seq_60.fa_gap.sitewise_entropy.txt	3.836916e-02	9.417991e-01
LG+C60opt+R3-PMSF	seq_61.fa_gap.sitewise_entropy.txt	2.948754e-01	1.397855e-01
LG+C60opt+R3-PMSF	seq_62.fa_gap.sitewise_entropy.txt	5.213029e-02	8.637603e-01
LG+C60opt+R3-PMSF	seq_63.fa_gap.sitewise_entropy.txt	4.288209e-02	9.182317e-01
LG+C60opt+R3-PMSF	seq_64.fa_gap.sitewise_entropy.txt	1.055961e-01	5.584777e-01
LG+C60opt+R3-PMSF	seq_65.fa_gap.sitewise_entropy.txt	1.094014e-01	5.410554e-01
LG+C60opt+R3-PMSF	seq_66.fa_gap.sitewise_entropy.txt	6.902259e-02	7.580797e-01
LG+C60opt+R3-PMSF	seq_67.fa_gap.sitewise_entropy.txt	1.841772e-01	3.004735e-01
LG+C60opt+R3-PMSF	seq_68.fa_gap.sitewise_entropy.txt	1.078062e-01	5.482832e-01
LG+C60opt+R3-PMSF	seq_69.fa_gap.sitewise_entropy.txt	5.376865e-02	8.536119e-01
LG+C60opt+R3-PMSF	seq_7.fa_gap.sitewise_entropy.txt	8.270937e-02	6.767843e-01
LG+C60opt+R3-PMSF	seq_70.fa_gap.sitewise_entropy.txt	8.924446e-02	6.406189e-01
LG+C60opt+R3-PMSF	seq_71.fa_gap.sitewise_entropy.txt	4.985470e-02	8.776795e-01
LG+C60opt+R3-PMSF	seq_72.fa_gap.sitewise_entropy.txt	8.103205e-02	6.863632e-01
LG+C60opt+R3-PMSF	seq_73.fa_gap.sitewise_entropy.txt	2.247181e-01	2.243747e-01
LG+C60opt+R3-PMSF	seq_74.fa_gap.sitewise_entropy.txt	9.162836e-02	6.278968e-01
LG+C60opt+R3-PMSF	seq_75.fa_gap.sitewise_entropy.txt	7.147984e-02	7.430080e-01
LG+C60opt+R3-PMSF	seq_76.fa_gap.sitewise_entropy.txt	5.987624e-02	8.152845e-01
LG+C60opt+R3-PMSF	seq_77.fa_gap.sitewise_entropy.txt	4.603388e-02	9.003871e-01
LG+C60opt+R3-PMSF	seq_78.fa_gap.sitewise_entropy.txt	5.531260e-02	8.439777e-01
LG+C60opt+R3-PMSF	seq_79.fa_gap.sitewise_entropy.txt	1.289421e-01	4.608910e-01
LG+C60opt+R3-PMSF	seq_8.fa_gap.sitewise_entropy.txt	5.636544e-02	8.373790e-01
LG+C60opt+R3-PMSF	seq_80.fa_gap.sitewise_entropy.txt	3.333260e-02	9.643331e-01
LG+C60opt+R3-PMSF	seq_81.fa_gap.sitewise_entropy.txt	4.218697e-02	9.220300e-01
LG+C60opt+R3-PMSF	seq_82.fa_gap.sitewise_entropy.txt	2.560140e-02	9.884946e-01
LG+C60opt+R3-PMSF	seq_83.fa_gap.sitewise_entropy.txt	8.545487e-02	6.613634e-01
LG+C60opt+R3-PMSF	seq_84.fa_gap.sitewise_entropy.txt	9.694643e-02	6.004372e-01
LG+C60opt+R3-PMSF	seq_85.fa_gap.sitewise_entropy.txt	5.475946e-02	8.474358e-01
LG+C60opt+R3-PMSF	seq_86.fa_gap.sitewise_entropy.txt	1.195811e-01	4.974234e-01
LG+C60opt+R3-PMSF	seq_87.fa_gap.sitewise_entropy.txt	2.530727e-01	1.845370e-01
LG+C60opt+R3-PMSF	seq_88.fa_gap.sitewise_entropy.txt	5.603665e-02	8.394417e-01
LG+C60opt+R3-PMSF	seq_89.fa_gap.sitewise_entropy.txt	2.740204e-01	1.603370e-01
LG+C60opt+R3-PMSF	seq_9.fa_gap.sitewise_entropy.txt	2.429583e-01	1.977184e-01
LG+C60opt+R3-PMSF	seq_90.fa_gap.sitewise_entropy.txt	4.284928e-02	9.184122e-01
LG+C60opt+R3-PMSF	seq_91.fa_gap.sitewise_entropy.txt	6.023583e-02	8.130187e-01
LG+C60opt+R3-PMSF	seq_92.fa_gap.sitewise_entropy.txt	1.530251e-01	3.806829e-01
LG+C60opt+R3-PMSF	seq_93.fa_gap.sitewise_entropy.txt	6.596622e-02	7.770433e-01
LG+C60opt+R3-PMSF	seq_94.fa_gap.sitewise_entropy.txt	6.408231e-02	7.888264e-01
LG+C60opt+R3-PMSF	seq_95.fa_gap.sitewise_entropy.txt	1.209643e-01	4.918160e-01
LG+C60opt+R3-PMSF	seq_96.fa_gap.sitewise_entropy.txt	1.169296e-01	5.083830e-01
LG+C60opt+R3-PMSF	seq_97.fa_gap.sitewise_entropy.txt	4.462445e-02	9.084839e-01
LG+C60opt+R3-PMSF	seq_98.fa_gap.sitewise_entropy.txt	5.329817e-02	8.565351e-01
LG+C60opt+R3-PMSF	seq_99.fa_gap.sitewise_entropy.txt	8.944417e-02	6.395433e-01
LG+R3	seq_1.fa_gap.sitewise_entropy.txt	8.748376e-02	6.501781e-01
LG+R3	seq_10.fa_gap.sitewise_entropy.txt	1.264320e-01	4.703664e-01
LG+R3	seq_100.fa_gap.sitewise_entropy.txt	8.449615e-02	6.667114e-01
LG+R3	seq_11.fa_gap.sitewise_entropy.txt	1.501141e-01	3.894298e-01
LG+R3	seq_12.fa_gap.sitewise_entropy.txt	2.771267e-02	9.833058e-01
LG+R3	seq_13.fa_gap.sitewise_entropy.txt	5.496561e-02	8.461477e-01
LG+R3	seq_14.fa_gap.sitewise_entropy.txt	2.026342e-01	2.625319e-01
LG+R3	seq_15.fa_gap.sitewise_entropy.txt	3.579940e-01	9.355889e-02
LG+R3	seq_16.fa_gap.sitewise_entropy.txt	5.975920e-01	2.268896e-02
LG+R3	seq_17.fa_gap.sitewise_entropy.txt	1.650440e-01	3.469902e-01
LG+R3	seq_18.fa_gap.sitewise_entropy.txt	2.918898e-01	1.425353e-01
LG+R3	seq_19.fa_gap.sitewise_entropy.txt	3.914402e-01	7.612595e-02
LG+R3	seq_2.fa_gap.sitewise_entropy.txt	6.817576e-02	7.633120e-01
LG+R3	seq_20.fa_gap.sitewise_entropy.txt	6.972085e-02	7.537795e-01
LG+R3	seq_21.fa_gap.sitewise_entropy.txt	1.151641e-01	5.158365e-01
