model	file	W2_statistic	p_value
LG+R3	seq_22.fa_gap.sitewise_entropy.txt	2.474594e-01	1.917218e-01
LG+R3	seq_23.fa_gap.sitewise_entropy.txt	9.368849e-02	6.171083e-01
LG+R3	seq_24.fa_gap.sitewise_entropy.txt	7.230604e-02	7.379809e-01
LG+R3	seq_25.fa_gap.sitewise_entropy.txt	1.617597e-01	3.558261e-01
LG+R3	seq_26.fa_gap.sitewise_entropy.txt	1.021631e-01	5.747346e-01
LG+R3	seq_27.fa_gap.sitewise_entropy.txt	1.212900e-01	4.905066e-01
LG+R3	seq_28.fa_gap.sitewise_entropy.txt	2.036552e-01	2.606056e-01
LG+R3	seq_29.fa_gap.sitewise_entropy.txt	2.067917e-01	2.547929e-01
LG+R3	seq_3.fa_gap.sitewise_entropy.txt	1.276126e-01	4.658811e-01
LG+R3	seq_30.fa_gap.sitewise_entropy.txt	7.621182e-02	7.145253e-01
LG+R3	seq_31.fa_gap.sitewise_entropy.txt	1.229864e-01	4.837518e-01
LG+R3	seq_32.fa_gap.sitewise_entropy.txt	8.137001e-02	6.844237e-01
LG+R3	seq_33.fa_gap.sitewise_entropy.txt	4.371000e-01	5.777058e-02
LG+R3	seq_34.fa_gap.sitewise_entropy.txt	3.198527e-01	1.189853e-01
LG+R3	seq_35.fa_gap.sitewise_entropy.txt	3.335015e-01	1.090984e-01
LG+R3	seq_36.fa_gap.sitewise_entropy.txt	7.305101e-02	7.334667e-01
LG+R3	seq_37.fa_gap.sitewise_entropy.txt	9.988762e-02	5.857965e-01
LG+R3	seq_38.fa_gap.sitewise_entropy.txt	1.939437e-01	2.796343e-01
LG+R3	seq_39.fa_gap.sitewise_entropy.txt	9.496926e-02	6.104975e-01
LG+R3	seq_4.fa_gap.sitewise_entropy.txt	6.032523e-02	8.124554e-01
LG+R3	seq_40.fa_gap.sitewise_entropy.txt	6.280067e-02	7.968725e-01
LG+R3	seq_41.fa_gap.sitewise_entropy.txt	1.342791e-01	4.414895e-01
LG+R3	seq_42.fa_gap.sitewise_entropy.txt	7.445255e-02	7.250245e-01
LG+R3	seq_43.fa_gap.sitewise_entropy.txt	1.595165e-01	3.620176e-01
LG+R3	seq_44.fa_gap.sitewise_entropy.txt	1.647907e-01	3.476621e-01
LG+R3	seq_45.fa_gap.sitewise_entropy.txt	1.248009e-01	4.766473e-01
LG+R3	seq_46.fa_gap.sitewise_entropy.txt	2.623106e-01	1.733804e-01
LG+R3	seq_47.fa_gap.sitewise_entropy.txt	1.167044e-01	5.093267e-01
LG+R3	seq_48.fa_gap.sitewise_entropy.txt	9.433804e-02	6.137463e-01
LG+R3	seq_49.fa_gap.sitewise_entropy.txt	8.459472e-02	6.661598e-01
LG+R3	seq_5.fa_gap.sitewise_entropy.txt	9.677165e-02	6.013194e-01
LG+R3	seq_50.fa_gap.sitewise_entropy.txt	8.963930e-02	6.384942e-01
LG+R3	seq_51.fa_gap.sitewise_entropy.txt	8.154608e-02	6.834152e-01
LG+R3	seq_52.fa_gap.sitewise_entropy.txt	1.131996e-01	5.242786e-01
LG+R3	seq_53.fa_gap.sitewise_entropy.txt	2.440073e-01	1.963016e-01
LG+R3	seq_54.fa_gap.sitewise_entropy.txt	1.291537e-01	4.601027e-01
LG+R3	seq_55.fa_gap.sitewise_entropy.txt	1.649974e-01	3.471136e-01
LG+R3	seq_56.fa_gap.sitewise_entropy.txt	3.376074e-01	1.063055e-01
LG+R3	seq_57.fa_gap.sitewise_entropy.txt	1.994492e-01	2.686507e-01
LG+R3	seq_58.fa_gap.sitewise_entropy.txt	6.413531e-02	7.884940e-01
LG+R3	seq_59.fa_gap.sitewise_entropy.txt	1.282543e-01	4.634647e-01
LG+R3	seq_6.fa_gap.sitewise_entropy.txt	1.153027e-01	5.152465e-01
LG+R3	seq_60.fa_gap.sitewise_entropy.txt	2.603678e-01	1.756605e-01
LG+R3	seq_61.fa_gap.sitewise_entropy.txt	1.045016e-01	5.636047e-01
LG+R3	seq_62.fa_gap.sitewise_entropy.txt	4.312969e-01	5.981358e-02
LG+R3	seq_63.fa_gap.sitewise_entropy.txt	2.055344e-01	2.571042e-01
LG+R3	seq_64.fa_gap.sitewise_entropy.txt	1.319521e-01	4.498266e-01
LG+R3	seq_65.fa_gap.sitewise_entropy.txt	2.185770e-01	2.342847e-01
LG+R3	seq_66.fa_gap.sitewise_entropy.txt	1.324712e-01	4.479503e-01
LG+R3	seq_67.fa_gap.sitewise_entropy.txt	1.371935e-01	4.313073e-01
LG+R3	seq_68.fa_gap.sitewise_entropy.txt	1.959954e-01	2.754795e-01
LG+R3	seq_69.fa_gap.sitewise_entropy.txt	4.001281e-02	9.335316e-01
LG+R3	seq_7.fa_gap.sitewise_entropy.txt	1.723199e-01	3.283419e-01
LG+R3	seq_70.fa_gap.sitewise_entropy.txt	4.565291e-01	5.145568e-02
LG+R3	seq_71.fa_gap.sitewise_entropy.txt	2.076726e-01	2.531881e-01
LG+R3	seq_72.fa_gap.sitewise_entropy.txt	8.264519e-02	6.771487e-01
LG+R3	seq_73.fa_gap.sitewise_entropy.txt	8.728907e-02	6.512436e-01
LG+R3	seq_74.fa_gap.sitewise_entropy.txt	7.611927e-02	7.150748e-01
LG+R3	seq_75.fa_gap.sitewise_entropy.txt	6.548070e-02	7.800741e-01
LG+R3	seq_76.fa_gap.sitewise_entropy.txt	2.903930e-01	1.439369e-01
LG+R3	seq_77.fa_gap.sitewise_entropy.txt	1.196853e-01	4.969986e-01
LG+R3	seq_78.fa_gap.sitewise_entropy.txt	1.788893e-01	3.125346e-01
LG+R3	seq_79.fa_gap.sitewise_entropy.txt	3.288772e-01	1.123418e-01
LG+R3	seq_8.fa_gap.sitewise_entropy.txt	5.785122e-02	8.280398e-01
LG+R3	seq_80.fa_gap.sitewise_entropy.txt	1.132151e-01	5.242115e-01
LG+R3	seq_81.fa_gap.sitewise_entropy.txt	1.690904e-01	3.364657e-01
LG+R3	seq_82.fa_gap.sitewise_entropy.txt	8.419372e-02	6.684067e-01
LG+R3	seq_83.fa_gap.sitewise_entropy.txt	1.041912e-01	5.650678e-01
LG+R3	seq_84.fa_gap.sitewise_entropy.txt	1.293833e-01	4.592489e-01
LG+R3	seq_85.fa_gap.sitewise_entropy.txt	8.197759e-02	6.809489e-01
LG+R3	seq_86.fa_gap.sitewise_entropy.txt	2.400414e-01	2.017214e-01
LG+R3	seq_87.fa_gap.sitewise_entropy.txt	7.089905e-02	7.465545e-01
LG+R3	seq_88.fa_gap.sitewise_entropy.txt	6.624386e-02	7.753121e-01
LG+R3	seq_89.fa_gap.sitewise_entropy.txt	4.731350e-02	8.928939e-01
LG+R3	seq_9.fa_gap.sitewise_entropy.txt	5.339316e-01	3.269879e-02
LG+R3	seq_90.fa_gap.sitewise_entropy.txt	2.945432e-02	9.782063e-01
LG+R3	seq_91.fa_gap.sitewise_entropy.txt	8.913730e-02	6.411967e-01
LG+R3	seq_92.fa_gap.sitewise_entropy.txt	2.386179e-01	2.037091e-01
LG+R3	seq_93.fa_gap.sitewise_entropy.txt	2.034200e-01	2.610479e-01
LG+R3	seq_94.fa_gap.sitewise_entropy.txt	1.042804e-01	5.646472e-01
LG+R3	seq_95.fa_gap.sitewise_entropy.txt	1.624554e-01	3.539319e-01
LG+R3	seq_96.fa_gap.sitewise_entropy.txt	1.300683e-01	4.567137e-01
LG+R3	seq_97.fa_gap.sitewise_entropy.txt	5.505831e-02	8.455683e-01
LG+R3	seq_98.fa_gap.sitewise_entropy.txt	2.566716e-01	1.800947e-01
LG+R3	seq_99.fa_gap.sitewise_entropy.txt	9.615562e-02	6.044399e-01
